Transport,route_name,route_link,Date,busname,bustype,departing_time,duration,bp_time,star_rating,price,seats_available
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,01h 30m,20:00,4.8,INR 200,42 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,09h 00m,04:00,3.3,INR 490,25 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,2024-07-23,Vaibhav Travels,A/C Sleeper (2+1),20:00,09h 40m,05:40,3.5,475,19 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,2024-07-23,Humsafar Travels,A/C Sleeper (2+1),19:00,07h 35m,02:35,4.0,INR 1650,11 Seats available
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,01h 10m,18:40,4.3,INR 200,47 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,09h 30m,04:30,2.6,INR 505,25 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,2024-07-23,Vaibhav Travels,A/C Sleeper (2+1),20:00,09h 42m,05:42,3.5,475,18 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,2024-07-23,Humsafar Travels,A/C Sleeper (2+1),19:00,07h 05m,02:05,2.6,INR 1650,11 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,01h 30m,17:30,4.5,INR 200,41 Seats available
Kadamba Transport Corporation Limited (KTCL),Shivamogga to Goa,https://www.redbus.in/bus-tickets/shimoga-to-goa,2024-07-23,Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08h 15m,08:00,4.6,INR 700,26 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,02h 00m,17:00,4.6,INR 400,48 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,01h 05m,17:00,3.6,INR 200,48 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,07h 40m,06:10,4.8,INR 555,27 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,IntrCity SmartBus,AC Sleeper (2+1),20:00,09h 25m,05:25,4.7,INR 799,25 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,09h 30m,07:30,4.3,INR 800,26 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,09h 30m,08:00,4.2,INR 575,22 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),21:35,09h 00m,06:35,4.1,514,28 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Anand Travels,NON A/C Sleeper (2+1),18:00,09h 30m,03:30,3.8,594,16 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Atmaram Gobus,NON A/C Sleeper (2+1),20:01,09h 40m,05:41,4.4,INR 440,10 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Laxmi Queen Prime,A/C Sleeper (2+1),19:30,09h 30m,05:00,4.4,INR 699,17 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Amrutyog Travels,A/C Sleeper (2+1),19:00,10h 00m,05:00,4.4,INR 449,24 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,08h 45m,06:01,4.1,INR 350,23 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,08h 50m,06:50,3.8,INR 700,24 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,09h 00m,04:00,3.7,INR 399,23 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,IntrCity SmartBus,AC Sleeper (2+1),18:30,08h 05m,02:35,4.3,INR 599,21 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara,2024-07-23,IntrCity SmartBus,AC Sleeper (2+1),19:30,07h 40m,03:10,4.3,INR 599,18 Seats available
Kadamba Transport Corporation Limited (KTCL),Belagavi to Marcel,https://www.redbus.in/bus-tickets/belagavi-to-marcel,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,02h 45m,18:45,3.3,INR 140,26 Seats available
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,02h 00m,18:00,4.7,INR 400,47 Seats available
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,00h 25m,16:25,3.7,INR 150,47 Seats available
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,00h 30m,18:00,3.7,INR 150,47 Seats available
Kadamba Transport Corporation Limited (KTCL),Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,2024-07-23,PSR Travels Goa,A/C Sleeper (2+1),18:00,15h 00m,09:00,3.7,INR 1399,6 Seats available
Kadamba Transport Corporation Limited (KTCL),Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,2024-07-23,Humsafar Travels,A/C Sleeper (2+1),15:30,17h 30m,09:00,3.3,1215,18 Seats available
Kadamba Transport Corporation Limited (KTCL),Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,2024-07-23,Humsafar Travels,A/C Sleeper (2+1),16:00,15h 30m,07:30,4.0,INR 2050,22 Seats available
Kadamba Transport Corporation Limited (KTCL),Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,2024-07-23,Humsafar Travels,A/C Sleeper (2+1),15:30,16h 45m,08:15,4.0,INR 2050,18 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Shivamogga,https://www.redbus.in/bus-tickets/goa-to-shimoga,2024-07-23,Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,09h 00m,02:30,4.1,INR 700,26 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi,2024-07-23,Humsafar Travels,A/C Sleeper (2+1),19:00,16h 00m,11:00,1.7,INR 1650,11 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi,2024-07-23,Hans Travels (I) Private Limited,A/C Sleeper (2+1),14:30,13h 45m,04:15,2.1,INR 1400,22 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa to Goa Airport,https://www.redbus.in/bus-tickets/goa-to-goa-airport,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01,01h 14m,17:15,3.7,INR 150,40 Seats available
Kadamba Transport Corporation Limited (KTCL),Margao to Mopa Airport,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,02h 00m,17:00,4.6,INR 400,48 Seats available
Kadamba Transport Corporation Limited (KTCL),Margao to Mopa Airport,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,01h 05m,17:00,3.6,INR 200,48 Seats available
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Margao,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,02h 00m,18:00,4.7,INR 400,47 Seats available
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Margao,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,00h 25m,16:25,3.7,INR 150,47 Seats available
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Margao,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,00h 30m,18:00,3.7,INR 150,47 Seats available
Kadamba Transport Corporation Limited (KTCL),Belagavi to Saquelim,https://www.redbus.in/bus-tickets/belagavi-to-saquelim,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,02h 15m,18:15,3.7,INR 140,23 Seats available
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Goa,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,00h 31m,16:01,3.7,INR 100,40 Seats available
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Panaji,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,00h 30m,16:00,3.7,INR 100,40 Seats available
Kadamba Transport Corporation Limited (KTCL),Goa Airport to Panaji,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,01h 00m,17:00,4.0,INR 150,42 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,08h 48m,00:50,2.8,INR 567,18 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),16:16,09h 04m,01:20,4.7,INR 640,28 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,KSRTC (Kerala) - 553,Super Deluxe Non AC Seater Air Bus (2+2),16:45,08h 40m,01:25,1.9,INR 640,18 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,09h 20m,04:24,4.1,INR 640,25 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,08h 25m,04:25,3.6,INR 473,32 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,09h 00m,07:30,4.5,INR 700,21 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,10h 00m,09:00,4.3,INR 599,35 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,NS Transports,VE A/C Sleeper (2+1),22:45,08h 45m,07:30,4.2,INR 949,18 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,AdSURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,10h 30m,07:30,4.0,INR 700,33 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,08h 25m,06:10,4.1,INR 649,12 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,P K Travels,A/C Sleeper (2+1),18:45,11h 45m,06:30,4.2,INR 900,25 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,Suraj Holidays,VE A/C Sleeper (2+1),22:30,09h 00m,07:30,3.9,INR 800,22 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,AdDA Transports,A/C Sleeper (2+1),21:45,09h 15m,07:00,3.8,648,26 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,08h 15m,06:30,4.0,INR 649,16 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,DLT BUS,A/C Sleeper (2+1),22:30,09h 00m,07:30,3.8,INR 899,22 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,National travels and logistics,NON A/C Sleeper (2+1),22:45,07h 45m,06:30,3.8,649,13 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,08h 30m,05:30,3.8,INR 899,25 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,P K Travels,A/C Sleeper (2+1),21:45,08h 45m,06:30,3.5,INR 850,24 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,SAAM BUS,Bharat Benz A/C Sleeper (2+1),20:10,10h 35m,06:45,4.2,785,14 Seats available
KSRTC (Kerala),Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,2024-07-23,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,09h 45m,06:45,3.2,INR 550,34 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,05h 35m,21:15,1.8,INR 269,45 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,KSRTC (Kerala) - 1883,Low Floor AC Seater 2+2,16:30,05h 39m,22:09,3.7,INR 383,18 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,05h 15m,22:40,3.2,INR 269,41 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,KSRTC (Kerala) - 503,Super Deluxe Non AC Seater Air Bus (2+2),17:42,04h 18m,22:00,3.1,INR 309,32 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,KSRTC (Kerala) - 556,Super Deluxe Non AC Seater Air Bus (2+2),18:00,04h 50m,22:50,1.7,INR 309,37 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,04h 30m,01:30,3.7,INR 400,28 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,BLM Transports,A/C Sleeper (2+1),22:00,04h 45m,02:45,3.9,903,26 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,03h 30m,01:45,3.9,INR 800,32 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Madhavi Travels,A/C Sleeper (2+1),22:20,04h 15m,02:35,3.9,854,17 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02h 59m,01:29,3.6,INR 800,33 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04h 59m,04:29,4.2,INR 700,26 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55,05h 20m,05:15,4.7,INR 580,26 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55,05h 20m,05:15,4.7,INR 630,16 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Cochin Express,A/C Sleeper (2+1),23:59,05h 46m,05:45,4.1,INR 807,6 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06h 01m,06:00,3.5,INR 800,8 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,06h 16m,06:15,3.6,INR 667,15 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Cochin Express,Volvo Multi-Axle Sleeper A/C (2+1),23:59,05h 31m,05:30,3.9,INR 900,18 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,A1 Travels,A/C Seater / Sleeper (2+1),20:05,03h 54m,23:59,2.6,INR 700,37 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,EMERALD TRAVELS,A/C Semi Sleeper (2+2),21:55,04h 45m,02:40,2.7,INR 700,30 Seats available
KSRTC (Kerala),Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,2024-07-23,Shajees Motors,A/C Semi Sleeper (2+2),22:30,04h 35m,03:05,2.6,530,34 Seats available
KSRTC (Kerala),Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,2024-07-23,KSRTC (Kerala) - 578,Super Deluxe Non AC Seater Air Bus (2+2),18:00,10h 00m,04:00,3.6,INR 513,19 Seats available
KSRTC (Kerala),Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,2024-07-23,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,08h 35m,03:35,3.4,INR 688,24 Seats available
KSRTC (Kerala),Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,2024-07-23,KSRTC (Kerala) - 1583,Super Deluxe Non AC Seater Air Bus (2+2),20:02,09h 19m,05:21,3.8,INR 640,13 Seats available
KSRTC (Kerala),Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,2024-07-23,KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,09h 00m,06:00,3.8,INR 620,3 Seats available
KSRTC (Kerala),Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,2024-07-23,KSRTC (Kerala) - 1584,Super Deluxe Non AC Seater Air Bus (2+2),21:29,09h 09m,06:38,3.8,INR 640,22 Seats available
KSRTC (Kerala),Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,2024-07-23,MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.4,INR 700,10 Seats available
